township_id,annual_precipitation_mm
T090R08W6,451
T090R09W4,429
T090R09W5,461
T090R09W6,459
T090R10W4,431
T090R10W5,456
T090R10W6,468
T090R11W4,433
T090R11W5,453
T090R11W6,472
T090R12W4,426
T090R12W5,454
T090R12W6,482
T090R13W4,431
T090R13W5,452
T090R13W6,481
T090R14W4,438
T090R14W5,450
T090R15W4,441
T090R15W5,446
T090R16W4,457
T090R16W5,435
T090R17W4,452
T090R17W5,437
T090R18W4,453
T090R18W5,441
T090R19W4,455
T090R19W5,437
T090R20W4,449
T090R20W5,437
T090R21W4,444
T090R21W5,437
T090R22W4,444
T090R22W5,436
T090R23W4,448
T090R23W5,443
T090R24W4,458
T090R24W5,447
T090R25W4,465
T090R25W5,451
T090R26W4,471
T090R26W5,456
T091R01W4,437
T091R01W5,474
T091R01W6,465
T091R02W4,437
T091R02W5,481
T091R02W6,477
T091R03W4,430
T091R03W5,483
T091R03W6,480
T091R04W4,431
T091R04W5,480
T091R04W6,481
T091R05W4,433
T091R05W5,474
T091R05W6,472
T091R06W4,432
T091R06W5,467
T091R06W6,468
T091R07W4,433
T091R07W5,463
T091R07W6,466
T091R08W4,430
T091R08W5,468
T091R08W6,474
T091R09W4,427
T091R09W5,465
T091R09W6,482
T091R10W4,424
T091R10W5,462
T091R10W6,480
T091R11W4,426
T091R11W5,457
T091R11W6,476
T091R12W4,426
T091R12W5,455
T091R12W6,476
T091R13W4,429
T091R13W5,452
T091R13W6,487
T091R14W4,433
T091R14W5,452
T091R15W4,435
T091R15W5,449
T091R16W4,438
T091R16W5,442
T091R17W4,447
T091R17W5,441
T091R18W4,447
T091R18W5,436
T091R19W4,448
T091R19W5,429
T091R20W4,442
T091R20W5,421
T091R21W4,439
T091R21W5,414
T091R22W4,445
T091R22W5,417
T091R23W4,449
T091R23W5,445
T091R24W4,452
T091R24W5,443
T091R25W4,467
T091R25W5,447
T092R01W4,439
T092R01W5,471
T092R01W6,467
T092R02W4,440
T092R02W5,476
T092R02W6,482
T092R03W4,441
T092R03W5,472
T092R03W6,482
T092R04W4,435
T092R04W5,467
T092R04W6,482
T092R05W4,439
T092R05W5,461
T092R05W6,473
T092R06W4,440
T092R06W5,460
T092R06W6,473
T092R07W4,437
T092R07W5,470
T092R07W6,477
T092R08W4,427
T092R08W5,469
T092R08W6,481
T092R09W4,419
T092R09W5,468
T092R09W6,487
T092R10W4,418
T092R10W5,466
T092R10W6,483
T092R11W4,421
T092R11W5,463
T092R11W6,480
T092R12W4,424
T092R12W5,461
T092R12W6,474
T092R13W4,430
T092R13W5,459
T092R13W6,471
T092R14W4,436
T092R14W5,458
T092R15W4,437
T092R15W5,453
T092R16W4,440
T092R16W5,444
T092R17W4,441
T092R17W5,450
T092R18W4,442
T092R18W5,442
T092R19W4,443
T092R19W5,426
T092R20W4,439
T092R20W5,411
T092R21W4,440
T092R21W5,400
T092R22W4,442
T092R22W5,391
T092R23W4,438
T092R23W5,423
T092R24W4,445
T092R24W5,432
T092R25W4,460
T092R25W5,443
T093R01W4,449
T093R01W5,461
T093R01W6,473
T093R02W4,447
T093R02W5,461
T093R02W6,483
T093R03W4,446
T093R03W5,461
T093R03W6,484
T093R04W4,449
T093R04W5,458
T093R04W6,491
T093R05W4,443
T093R05W5,460
T093R05W6,475
T093R06W4,444
T093R06W5,459
T093R06W6,485
T093R07W4,443
T093R07W5,470
T093R07W6,484
T093R08W4,430
T093R08W5,472
T093R08W6,487
T093R09W4,417
T093R09W5,474
T093R09W6,488
T093R10W4,415
T093R10W5,480
T093R10W6,486
T093R11W4,417
T093R11W5,479
T093R11W6,479
T093R12W4,422
T093R12W5,471
T093R12W6,468
T093R13W4,432
T093R13W5,466
T093R13W6,463
T093R14W4,438
T093R14W5,461
T093R15W4,439
T093R15W5,461
T093R16W4,440
T093R16W5,460
T093R17W4,441
T093R17W5,449
T093R18W4,443
T093R18W5,450
T093R19W4,441
T093R19W5,426
T093R20W4,441
T093R20W5,408
T093R21W4,438
T093R21W5,397
T093R22W4,442
T093R22W5,393
T093R23W4,438
T093R23W5,402
T093R24W4,446
T093R24W5,421
T093R25W4,454
T093R25W5,443
T094R01W4,461
T094R01W5,460
T094R01W6,473
T094R02W4,460
T094R02W5,457
T094R02W6,482
T094R03W4,454
T094R03W5,453
T094R03W6,486
T094R04W4,448
T094R04W5,454
T094R04W6,486
T094R05W4,447
T094R05W5,456
T094R05W6,516
T094R06W4,447
T094R06W5,462
T094R06W6,494
T094R07W4,444
T094R07W5,472
T094R07W6,496
T094R08W4,434
T094R08W5,482
T094R08W6,494
T094R09W4,422
T094R09W5,485
T094R09W6,487
T094R10W4,416
T094R10W5,490
T094R10W6,479
T094R11W4,418
T094R11W5,486
T094R11W6,466
T094R12W4,425
T094R12W5,480
T094R12W6,458
T094R13W4,435
T094R13W5,474
T094R13W6,456
T094R14W4,440
T094R14W5,464
T094R15W4,440
T094R15W5,462
T094R16W4,439
T094R16W5,461
T094R17W4,442
T094R17W5,451
T094R18W4,446
T094R18W5,449
T094R19W4,445
T094R19W5,422
T094R20W4,444
T094R20W5,409
T094R21W4,442
T094R21W5,403
T094R22W4,443
T094R22W5,403
T094R23W4,443
T094R23W5,409
T094R24W4,451
T094R24W5,426
T094R25W4,457
T094R25W5,449
T095R01W4,471
T095R01W5,461
T095R01W6,470
T095R02W4,467
T095R02W5,457
T095R02W6,479
T095R03W4,458
T095R03W5,454
T095R03W6,488
T095R04W4,451
T095R04W5,453
T095R04W6,496
T095R05W4,447
T095R05W5,459
T095R05W6,513
T095R06W4,446
T095R06W5,460
T095R06W6,500
T095R07W4,444
T095R07W5,466
T095R07W6,502
T095R08W4,437
T095R08W5,481
T095R08W6,497
T095R09W4,434
T095R09W5,496
T095R09W6,483
T095R10W4,432
T095R10W5,495
T095R10W6,460
T095R11W4,431
T095R11W5,489
T095R11W6,445
T095R12W4,435
T095R12W5,490
T095R12W6,444
T095R13W4,440
T095R13W5,488
T095R13W6,446
T095R14W4,441
T095R14W5,477
T095R15W4,441
T095R15W5,470
T095R16W4,440
T095R16W5,466
T095R17W4,447
T095R17W5,449
T095R18W4,452
T095R18W5,440
T095R19W4,455
T095R19W5,420
T095R20W4,455
T095R20W5,411
T095R21W4,451
T095R21W5,409
T095R22W4,459
T095R22W5,415
T095R23W4,461
T095R23W5,425
T095R24W4,467
T095R24W5,440
T095R25W4,464
T095R25W5,454
T096R01W4,474
T096R01W5,469
T096R01W6,467
T096R02W4,473
T096R02W5,458
T096R02W6,482
T096R03W4,471
T096R03W5,451
T096R03W6,485
T096R04W4,462
T096R04W5,457
T096R04W6,496
T096R05W4,452
T096R05W5,457
T096R05W6,506
T096R06W4,447
T096R06W5,462
T096R06W6,521
T096R07W4,443
T096R07W5,470
T096R07W6,502
T096R08W4,442
T096R08W5,483
T096R08W6,501
T096R09W4,440
T096R09W5,493
T096R09W6,480
T096R10W4,440
T096R10W5,495
T096R10W6,450
T096R11W4,440
T096R11W5,498
T096R11W6,439
T096R12W4,441
T096R12W5,503
T096R12W6,441
T096R13W4,445
T096R13W5,499
T096R13W6,441
T096R14W4,445
T096R14W5,481
T096R15W4,444
T096R15W5,468
T096R16W4,450
T096R16W5,460
T096R17W4,455
T096R17W5,452
T096R18W4,459
T096R18W5,428
T096R19W4,462
T096R19W5,423
T096R20W4,466
T096R20W5,418
T096R21W4,466
T096R21W5,419
T096R22W4,476
T096R22W5,432
T096R23W4,483
T096R23W5,442
T096R24W4,477
T096R24W5,446
T096R25W4,477
T096R25W5,454
T097R01W4,477
T097R01W5,474
T097R01W6,476
T097R02W4,480
T097R02W5,451
T097R02W6,491
T097R03W4,479
T097R03W5,442
T097R03W6,506
T097R04W4,472
T097R04W5,447
T097R04W6,506
T097R05W4,461
T097R05W5,454
T097R05W6,510
T097R06W4,448
T097R06W5,458
T097R06W6,517
T097R07W4,446
T097R07W5,470
T097R07W6,516
T097R08W4,443
T097R08W5,490
T097R08W6,497
T097R09W4,442
T097R09W5,495
T097R09W6,475
T097R10W4,442
T097R10W5,506
T097R10W6,449
T097R11W4,444
T097R11W5,518
T097R11W6,439
T097R12W4,451
T097R12W5,516
T097R12W6,439
T097R13W4,457
T097R13W5,521
T097R13W6,439
T097R14W4,456
T097R14W5,515
T097R15W4,457
T097R15W5,491
T097R16W4,460
T097R16W5,478
T097R17W4,462
T097R17W5,462
T097R18W4,464
T097R18W5,449
T097R19W4,468
T097R19W5,431
T097R20W4,470
T097R20W5,433
T097R21W4,472
T097R21W5,439
T097R22W4,481
T097R22W5,448
T097R23W4,488
T097R23W5,446
T097R24W4,485
T097R24W5,449
T097R25W4,483
T097R25W5,456
T098R01W4,484
T098R01W5,469
T098R01W6,487
T098R02W4,489
T098R02W5,448
T098R02W6,509
T098R03W4,480
T098R03W5,438
T098R03W6,513
T098R04W4,477
T098R04W5,436
T098R04W6,518
T098R05W4,466
T098R05W5,443
T098R05W6,518
T098R06W4,453
T098R06W5,454
T098R06W6,515
T098R07W4,451
T098R07W5,471
T098R07W6,514
T098R08W4,447
T098R08W5,492
T098R08W6,508
T098R09W4,447
T098R09W5,502
T098R09W6,493
T098R10W4,449
T098R10W5,509
T098R10W6,460
T098R11W4,460
T098R11W5,516
T098R11W6,442
T098R12W4,472
T098R12W5,516
T098R12W6,442
T098R13W4,475
T098R13W5,515
T098R13W6,444
T098R14W4,473
T098R14W5,521
T098R15W4,468
T098R15W5,501
T098R16W4,468
T098R16W5,491
T098R17W4,468
T098R17W5,474
T098R18W4,469
T098R18W5,458
T098R19W4,473
T098R19W5,459
T098R20W4,474
T098R20W5,467
T098R21W4,477
T098R21W5,474
T098R22W4,483
T098R22W5,459
T098R23W4,497
T098R23W5,449
T098R24W4,492
T098R24W5,452
T098R25W4,490
T098R25W5,463
T099R01W4,485
T099R01W5,466
T099R01W6,502
T099R02W4,483
T099R02W5,447
T099R02W6,519
T099R03W4,486
T099R03W5,438
T099R03W6,519
T099R04W4,483
T099R04W5,427
T099R04W6,520
T099R05W4,462
T099R05W5,435
T099R05W6,521
T099R06W4,450
T099R06W5,450
T099R06W6,519
T099R07W4,446
T099R07W5,477
T099R07W6,513
T099R08W4,453
T099R08W5,497
T099R08W6,509
T099R09W4,461
T099R09W5,506
T099R09W6,508
T099R10W4,476
T099R10W5,525
T099R10W6,497
T099R11W4,490
T099R11W5,526
T099R11W6,485
T099R12W4,493
T099R12W5,521
T099R12W6,457
T099R13W4,491
T099R13W5,516
T099R13W6,453
T099R14W4,485
T099R14W5,523
T099R15W4,479
T099R15W5,510
T099R16W4,475
T099R16W5,497
T099R17W4,473
T099R17W5,478
T099R18W4,476
T099R18W5,474
T099R19W4,480
T099R19W5,478
T099R20W4,478
T099R20W5,494
T099R21W4,483
T099R21W5,506
T099R22W4,491
T099R22W5,494
T099R23W4,496
T099R23W5,463
T099R24W4,489
T099R24W5,463
T099R25W4,479
T099R25W5,477
T100R01W4,485
T100R01W5,456
T100R01W6,502
T100R02W4,485
T100R02W5,432
T100R02W6,518
T100R03W4,482
T100R03W5,431
T100R03W6,520
T100R04W4,475
T100R04W5,437
T100R04W6,518
T100R05W4,453
T100R05W5,442
T100R05W6,522
T100R06W4,440
T100R06W5,454
T100R06W6,520
T100R07W4,432
T100R07W5,486
T100R07W6,515
T100R08W4,447
T100R08W5,507
T100R08W6,520
T100R09W4,468
T100R09W5,516
T100R09W6,514
T100R10W4,489
T100R10W5,523
T100R10W6,514
T100R11W4,499
T100R11W5,527
T100R11W6,504
T100R12W4,499
T100R12W5,525
T100R12W6,494
T100R13W4,498
T100R13W5,521
T100R13W6,487
T100R14W4,493
T100R14W5,516
T100R15W4,488
T100R15W5,523
T100R16W4,483
T100R16W5,507
T100R17W4,486
T100R17W5,487
T100R18W4,486
T100R18W5,481
T100R19W4,486
T100R19W5,484
T100R20W4,489
T100R20W5,494
T100R21W4,491
T100R21W5,507
T100R22W4,488
T100R22W5,483
T100R23W4,487
T100R23W5,452
T100R24W4,474
T100R24W5,461
T100R25W4,465
T100R25W5,478
T101R01W4,479
T101R01W5,444
T101R01W6,493
T101R02W4,479
T101R02W5,429
T101R02W6,511
T101R03W4,473
T101R03W5,424
T101R03W6,514
T101R04W4,453
T101R04W5,435
T101R04W6,517
T101R05W4,429
T101R05W5,444
T101R05W6,519
T101R06W4,422
T101R06W5,469
T101R06W6,519
T101R07W4,422
T101R07W5,498
T101R07W6,523
T101R08W4,439
T101R08W5,508
T101R08W6,519
T101R09W4,467
T101R09W5,519
T101R09W6,521
T101R10W4,493
T101R10W5,524
T101R10W6,514
T101R11W4,502
T101R11W5,521
T101R11W6,508
T101R12W4,503
T101R12W5,524
T101R12W6,503
T101R13W4,502
T101R13W5,521
T101R13W6,499
T101R14W4,502
T101R14W5,520
T101R15W4,501
T101R15W5,516
T101R16W4,500
T101R16W5,511
T101R17W4,497
T101R17W5,495
T101R18W4,498
T101R18W5,482
T101R19W4,505
T101R19W5,481
T101R20W4,502
T101R20W5,482
T101R21W4,498
T101R21W5,479
T101R22W4,494
T101R22W5,449
T101R23W4,481
T101R23W5,447
T101R24W4,460
T101R24W5,457
T101R25W4,456
T101R25W5,473
T102R01W4,457
T102R01W5,429
T102R01W6,483
T102R02W4,454
T102R02W5,423
T102R02W6,497
T102R03W4,443
T102R03W5,417
T102R03W6,503
T102R04W4,426
T102R04W5,427
T102R04W6,506
T102R05W4,416
T102R05W5,446
T102R05W6,516
T102R06W4,408
T102R06W5,475
T102R06W6,516
T102R07W4,408
T102R07W5,500
T102R07W6,521
T102R08W4,416
T102R08W5,517
T102R08W6,523
T102R09W4,448
T102R09W5,521
T102R09W6,517
T102R10W4,480
T102R10W5,521
T102R10W6,512
T102R11W4,490
T102R11W5,519
T102R11W6,510
T102R12W4,493
T102R12W5,515
T102R12W6,502
T102R13W4,494
T102R13W5,518
T102R13W6,496
T102R14W4,495
T102R14W5,520
T102R15W4,494
T102R15W5,509
T102R16W4,495
T102R16W5,513
T102R17W4,492
T102R17W5,500
T102R18W4,498
T102R18W5,489
T102R19W4,498
T102R19W5,479
T102R20W4,497
T102R20W5,476
T102R21W4,495
T102R21W5,466
T102R22W4,489
T102R22W5,455
T102R23W4,465
T102R23W5,452
T102R24W4,445
T102R24W5,460
T102R25W4,433
T102R25W5,471
T103R01W4,442
T103R01W5,416
T103R01W6,479
T103R02W4,437
T103R02W5,406
T103R02W6,487
T103R03W4,427
T103R03W5,401
T103R03W6,488
T103R04W4,416
T103R04W5,415
T103R04W6,498
T103R05W4,407
T103R05W5,434
T103R05W6,508
T103R06W4,391
T103R06W5,464
T103R06W6,520
T103R07W4,388
T103R07W5,491
T103R07W6,513
T103R08W4,396
T103R08W5,512
T103R08W6,517
T103R09W4,423
T103R09W5,514
T103R09W6,512
T103R10W4,457
T103R10W5,500
T103R10W6,511
T103R11W4,473
T103R11W5,506
T103R11W6,508
T103R12W4,477
T103R12W5,501
T103R12W6,500
T103R13W4,494
T103R13W5,504
T103R13W6,496
T103R14W4,494
T103R14W5,508
T103R15W4,495
T103R15W5,507
T103R16W4,499
T103R16W5,499
T103R17W4,498
T103R17W5,497
T103R18W4,499
T103R18W5,486
T103R19W4,497
T103R19W5,478
T103R20W4,495
T103R20W5,470
T103R21W4,490
T103R21W5,464
T103R22W4,475
T103R22W5,461
T103R23W4,445
T103R23W5,462
T103R24W4,426
T103R24W5,470
T103R25W4,420
T103R25W5,474
T104R01W4,432
T104R01W5,413
T104R01W6,481
T104R02W4,426
T104R02W5,405
T104R02W6,479
T104R03W4,418
T104R03W5,404
T104R03W6,481
T104R04W4,412
T104R04W5,417
T104R04W6,492
T104R05W4,408
T104R05W5,437
T104R05W6,504
T104R06W4,389
T104R06W5,458
T104R06W6,505
T104R07W4,391
T104R07W5,482
T104R07W6,505
T104R08W4,402
T104R08W5,516
T104R08W6,508
T104R09W4,425
T104R09W5,501
T104R09W6,507
T104R10W4,452
T104R10W5,488
T104R10W6,501
T104R11W4,468
T104R11W5,484
T104R11W6,497
T104R12W4,474
T104R12W5,488
T104R12W6,485
T104R13W4,475
T104R13W5,493
T104R13W6,487
T104R14W4,477
T104R14W5,496
T104R15W4,477
T104R15W5,494
T104R16W4,486
T104R16W5,487
T104R17W4,487
T104R17W5,483
T104R18W4,483
T104R18W5,484
T104R19W4,481
T104R19W5,477
T104R20W4,476
T104R20W5,463
T104R21W4,486
T104R21W5,468
T104R22W4,463
T104R22W5,468
T104R23W4,436
T104R23W5,473
T104R24W4,421
T104R24W5,477
T104R25W4,418
T104R25W5,480
T105R01W4,420
T105R01W5,404
T105R01W6,479
T105R02W4,414
T105R02W5,401
T105R02W6,474
T105R03W4,409
T105R03W5,409
T105R03W6,478
T105R04W4,404
T105R04W5,410
T105R04W6,485
T105R05W4,387
T105R05W5,436
T105R05W6,496
T105R06W4,386
T105R06W5,453
T105R06W6,494
T105R07W4,386
T105R07W5,482
T105R07W6,494
T105R08W4,405
T105R08W5,486
T105R08W6,495
T105R09W4,417
T105R09W5,484
T105R09W6,489
T105R10W4,437
T105R10W5,470
T105R10W6,484
T105R11W4,452
T105R11W5,466
T105R11W6,479
T105R12W4,461
T105R12W5,465
T105R12W6,478
T105R13W4,479
T105R13W5,467
T105R13W6,482
T105R14W4,479
T105R14W5,464
T105R15W4,481
T105R15W5,461
T105R16W4,490
T105R16W5,462
T105R17W4,488
T105R17W5,463
T105R18W4,480
T105R18W5,439
T105R19W4,478
T105R19W5,449
T105R20W4,465
T105R20W5,440
T105R21W4,457
T105R21W5,454
T105R22W4,444
T105R22W5,475
T105R23W4,424
T105R23W5,478
T105R24W4,414
T105R24W5,480
T105R25W4,411
T105R25W5,479
T106R01W4,426
T106R01W5,409
T106R01W6,478
T106R02W4,419
T106R02W5,406
T106R02W6,482
T106R03W4,412
T106R03W5,424
T106R03W6,485
T106R04W4,403
T106R04W5,429
T106R04W6,486
T106R05W4,387
T106R05W5,435
T106R05W6,487
T106R06W4,387
T106R06W5,458
T106R06W6,493
T106R07W4,378
T106R07W5,456
T106R07W6,492
T106R08W4,377
T106R08W5,465
T106R08W6,485
T106R09W4,400
T106R09W5,466
T106R09W6,479
T106R10W4,427
T106R10W5,453
T106R10W6,474
T106R11W4,439
T106R11W5,443
T106R11W6,472
T106R12W4,458
T106R12W5,438
T106R12W6,473
T106R13W4,460
T106R13W5,434
T106R13W6,477
T106R14W4,462
T106R14W5,436
T106R15W4,470
T106R15W5,439
T106R16W4,483
T106R16W5,431
T106R17W4,480
T106R17W5,425
T106R18W4,473
T106R18W5,414
T106R19W4,470
T106R19W5,423
T106R20W4,455
T106R20W5,423
T106R21W4,448
T106R21W5,435
T106R22W4,434
T106R22W5,446
T106R23W4,423
T106R23W5,456
T106R24W4,417
T106R24W5,476
T106R25W4,413
T106R25W5,477
T107R01W4,426
T107R01W5,411
T107R01W6,466
T107R02W4,421
T107R02W5,421
T107R02W6,481
T107R03W4,414
T107R03W5,425
T107R03W6,488
T107R04W4,387
T107R04W5,436
T107R04W6,490
T107R05W4,382
T107R05W5,443
T107R05W6,493
T107R06W4,374
T107R06W5,450
T107R06W6,496
T107R07W4,370
T107R07W5,449
T107R07W6,495
T107R08W4,368
T107R08W5,456
T107R08W6,488
T107R09W4,363
T107R09W5,443
T107R09W6,473
T107R10W4,391
T107R10W5,436
T107R10W6,469
T107R11W4,429
T107R11W5,427
T107R11W6,471
T107R12W4,437
T107R12W5,425
T107R12W6,471
T107R13W4,441
T107R13W5,424
T107R14W4,444
T107R14W5,423
T107R15W4,449
T107R15W5,411
T107R16W4,475
T107R16W5,407
T107R17W4,464
T107R17W5,400
T107R18W4,466
T107R18W5,404
T107R19W4,468
T107R19W5,398
T107R20W4,438
T107R20W5,412
T107R21W4,432
T107R21W5,428
T107R22W4,426
T107R22W5,439
T107R23W4,421
T107R23W5,451
T107R24W4,411
T107R24W5,457
T108R01W4,427
T108R01W5,409
T108R01W6,458
T108R02W4,419
T108R02W5,423
T108R02W6,469
T108R03W4,404
T108R03W5,430
T108R03W6,469
T108R04W4,382
T108R04W5,439
T108R04W6,477
T108R05W4,380
T108R05W5,451
T108R05W6,482
T108R06W4,369
T108R06W5,456
T108R06W6,503
T108R07W4,364
T108R07W5,455
T108R07W6,503
T108R08W4,358
T108R08W5,449
T108R08W6,495
T108R09W4,355
T108R09W5,435
T108R09W6,479
T108R10W4,352
T108R10W5,414
T108R10W6,469
T108R11W4,359
T108R11W5,418
T108R11W6,468
T108R12W4,421
T108R12W5,422
T108R12W6,471
T108R13W4,426
T108R13W5,422
T108R14W4,429
T108R14W5,401
T108R15W4,416
T108R15W5,396
T108R16W4,418
T108R16W5,390
T108R17W4,438
T108R17W5,395
T108R18W4,443
T108R18W5,387
T108R19W4,434
T108R19W5,394
T108R20W4,431
T108R20W5,407
T108R21W4,400
T108R21W5,425
T108R22W4,404
T108R22W5,441
T108R23W4,405
T108R23W5,450
T108R24W4,409
T108R24W5,455
T109R01W4,419
T109R01W5,414
T109R01W6,456
T109R02W4,420
T109R02W5,424
T109R02W6,469
T109R03W4,400
T109R03W5,435
T109R03W6,471
T109R04W4,379
T109R04W5,446
T109R04W6,481
T109R05W4,369
T109R05W5,454
T109R05W6,487
T109R06W4,362
T109R06W5,462
T109R06W6,494
T109R07W4,356
T109R07W5,461
T109R07W6,496
T109R08W4,351
T109R08W5,455
T109R08W6,488
T109R09W4,347
T109R09W5,443
T109R09W6,473
T109R10W4,346
T109R10W5,417
T109R10W6,475
T109R11W4,353
T109R11W5,410
T109R11W6,469
T109R12W4,355
T109R12W5,407
T109R12W6,479
T109R13W4,356
T109R13W5,417
T109R14W4,393
T109R14W5,397
T109R15W4,394
T109R15W5,394
T109R16W4,401
T109R16W5,386
T109R17W4,382
T109R17W5,387
T109R18W4,401
T109R18W5,385
T109R19W4,401
T109R19W5,387
T109R20W4,400
T109R20W5,397
T109R21W4,390
T109R21W5,427
T109R22W4,397
T109R22W5,448
T109R23W4,399
T109R23W5,454
T109R24W4,407
T109R24W5,456
T110R01W4,419
T110R01W5,412
T110R01W6,456
T110R02W4,404
T110R02W5,424
T110R02W6,470
T110R03W4,393
T110R03W5,438
T110R03W6,474
T110R04W4,374
T110R04W5,453
T110R04W6,482
T110R05W4,364
T110R05W5,459
T110R05W6,490
T110R06W4,359
T110R06W5,463
T110R06W6,498
T110R07W4,356
T110R07W5,464
T110R07W6,500
T110R08W4,350
T110R08W5,461
T110R08W6,499
T110R09W4,342
T110R09W5,454
T110R09W6,482
T110R10W4,341
T110R10W5,430
T110R10W6,471
T110R11W4,350
T110R11W5,417
T110R11W6,465
T110R12W4,351
T110R12W5,412
T110R12W6,482
T110R13W4,352
T110R13W5,394
T110R14W4,352
T110R14W5,388
T110R15W4,388
T110R15W5,388
T110R16W4,389
T110R16W5,393
T110R17W4,377
T110R17W5,388
T110R18W4,390
T110R18W5,382
T110R19W4,399
T110R19W5,379
T110R20W4,387
T110R20W5,385
T110R21W4,390
T110R21W5,440
T110R22W4,393
T110R22W5,462
T110R23W4,393
T110R23W5,462
T110R24W4,400
T110R24W5,460
T111R01W4,419
T111R01W5,409
T111R01W6,453
T111R02W4,396
T111R02W5,425
T111R02W6,463
T111R03W4,378
T111R03W5,441
T111R03W6,466
T111R04W4,367
T111R04W5,456
T111R04W6,483
T111R05W4,360
T111R05W5,460
T111R05W6,493
T111R06W4,358
T111R06W5,463
T111R06W6,496
T111R07W4,357
T111R07W5,465
T111R07W6,499
T111R08W4,354
T111R08W5,463
T111R08W6,498
T111R09W4,341
T111R09W5,461
T111R09W6,487
T111R10W4,337
T111R10W5,440
T111R10W6,476
T111R11W4,337
T111R11W5,425
T111R11W6,472
T111R12W4,347
T111R12W5,421
T111R12W6,492
T111R13W4,346
T111R13W5,412
T111R14W4,347
T111R14W5,410
T111R15W4,348
T111R15W5,406
T111R16W4,362
T111R16W5,401
T111R17W4,391
T111R17W5,390
T111R18W4,390
T111R18W5,381
T111R19W4,393
T111R19W5,377
T111R20W4,385
T111R20W5,389
T111R21W4,390
T111R21W5,464
T111R22W4,391
T111R22W5,467
T111R23W4,395
T111R23W5,465
T111R24W4,403
T111R24W5,461
T112R01W4,401
T112R01W5,409
T112R01W6,449
T112R02W4,389
T112R02W5,424
T112R02W6,458
T112R03W4,370
T112R03W5,440
T112R03W6,459
T112R04W4,362
T112R04W5,455
T112R04W6,468
T112R05W4,358
T112R05W5,461
T112R05W6,481
T112R06W4,357
T112R06W5,463
T112R06W6,488
T112R07W4,357
T112R07W5,464
T112R07W6,494
T112R08W4,356
T112R08W5,465
T112R08W6,492
T112R09W4,347
T112R09W5,462
T112R09W6,485
T112R10W4,338
T112R10W5,443
T112R10W6,474
T112R11W4,338
T112R11W5,441
T112R11W6,469
T112R12W4,336
T112R12W5,444
T112R12W6,488
T112R13W4,337
T112R13W5,437
T112R14W4,346
T112R14W5,436
T112R15W4,347
T112R15W5,430
T112R16W4,361
T112R16W5,417
T112R17W4,374
T112R17W5,398
T112R18W4,389
T112R18W5,388
T112R19W4,380
T112R19W5,386
T112R20W4,382
T112R20W5,408
T112R21W4,389
T112R21W5,456
T112R22W4,394
T112R22W5,464
T112R23W4,395
T112R23W5,461
T112R24W4,406
T112R24W5,455
T113R01W4,395
T113R01W5,410
T113R01W6,438
T113R02W4,369
T113R02W5,423
T113R02W6,444
T113R03W4,363
T113R03W5,440
T113R03W6,445
T113R04W4,360
T113R04W5,454
T113R04W6,453
T113R05W4,356
T113R05W5,462
T113R05W6,464
T113R06W4,357
T113R06W5,464
T113R06W6,475
T113R07W4,357
T113R07W5,466
T113R07W6,480
T113R08W4,356
T113R08W5,463
T113R08W6,481
T113R09W4,350
T113R09W5,464
T113R09W6,475
T113R10W4,342
T113R10W5,450
T113R10W6,466
T113R11W4,338
T113R11W5,453
T113R11W6,462
T113R12W4,338
T113R12W5,457
T113R12W6,470
T113R13W4,338
T113R13W5,446
T113R14W4,336
T113R14W5,447
T113R15W4,338
T113R15W5,443
T113R16W4,361
T113R16W5,432
T113R17W4,373
T113R17W5,414
T113R18W4,373
T113R18W5,401
T113R19W4,382
T113R19W5,402
T113R20W4,382
T113R20W5,418
T113R21W4,391
T113R21W5,442
T113R22W4,394
T113R22W5,451
T113R23W4,398
T113R23W5,452
T113R24W4,403
T113R24W5,446
T114R01W4,371
T114R01W5,414
T114R01W6,431
T114R02W4,357
T114R02W5,425
T114R02W6,423
T114R03W4,357
T114R03W5,440
T114R03W6,429
T114R04W4,357
T114R04W5,451
T114R04W6,434
T114R05W4,357
T114R05W5,457
T114R05W6,446
T114R06W4,356
T114R06W5,462
T114R06W6,455
T114R07W4,357
T114R07W5,458
T114R07W6,459
T114R08W4,354
T114R08W5,465
T114R08W6,461
T114R09W4,351
T114R09W5,469
T114R09W6,457
T114R10W4,344
T114R10W5,463
T114R10W6,451
T114R11W4,341
T114R11W5,467
T114R11W6,451
T114R12W4,340
T114R12W5,455
T114R12W6,461
T114R13W4,339
T114R13W5,449
T114R14W4,336
T114R14W5,451
T114R15W4,338
T114R15W5,449
T114R16W4,352
T114R16W5,438
T114R17W4,367
T114R17W5,424
T114R18W4,371
T114R18W5,411
T114R19W4,382
T114R19W5,410
T114R20W4,380
T114R20W5,415
T114R21W4,390
T114R21W5,427
T114R22W4,391
T114R22W5,433
T114R23W4,401
T114R23W5,434
T114R24W4,403
T114R24W5,431
T115R01W4,371
T115R01W5,403
T115R01W6,419
T115R02W4,357
T115R02W5,432
T115R02W6,416
T115R03W4,357
T115R03W5,438
T115R03W6,410
T115R04W4,357
T115R04W5,447
T115R04W6,423
T115R05W4,357
T115R05W5,457
T115R05W6,432
T115R06W4,356
T115R06W5,450
T115R06W6,441
T115R07W4,355
T115R07W5,451
T115R07W6,443
T115R08W4,352
T115R08W5,458
